Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
3661,0,1.985243,95.0,6.1,Patrick Stewart,"Christmas Eve Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve. photographer surgeon orchestra doctor car accident Romance Comedy Mitch Davis",2015
3662,0,0.102003,89.0,5.0,Teri Polo,"We Have Your Husband American-born Jayne Valseca, her husband Eduardo, the son of a legendary Mexican newspaper publisher, and their two children live an idyllic life on their 1,000 acre ranch outside of a peaceful Mexico town. But in the summer of 2007, their peaceful life is turned into a real-life nightmare when Eduardo is ambushed and kidnapped by strangers. With kidnapping becoming a pervasive and lucrative business in Mexico, Jayne is at the mercy of the kidnappers when they demand millions for the husband's safe release. She's pushed to the limit to do everything she possibly can to raise the money necessary to bring Eduardo back alive. As Eduardo is starved and tortured, he looses hope of ever seeing his family again but despite the dire and bleak times, Jayne refuses to give up and decides to turn the tables on the kidnappers and makes demands of her own. The film is based on a true story from the book, We Have Your Husband: One Woman's Terrifying Story of a Kidnapping in Mexico. TV Movie Crime Drama Thriller Eric Bross",2011
3663,15000000,10.48009,94.0,4.5,Nicolas Cage,"Dying of the Light Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy. cia retirement espionage terrorism Thriller Drama Paul Schrader",2014
3664,0,1.136568,109.0,4.1,James Frain,"Born Of War Mina, a young college student, has her life ripped away after her family is killed. When she finds out their murder was part of a botched kidnapping to return her to her real father—a terrorist in the middle east. gun oil secret service woman director mina Action Thriller War Vicky Jewson",2013
3665,5000000,11.095219,123.0,6.4,Elliott Gould,"Capricorn One In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth helicopter nasa texas spacecraft beguilement Drama Action Thriller Science Fiction Peter Hyams",1977
3666,0,0.40703,0.0,0.0,Paul Ben-Victor,"Should've Been Romeo A self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just as his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a singles cruise. Comedy Drama Marcia Bennett",2012
3667,5000000,8.618793,88.0,4.7,Lily-Rose Depp,Yoga Hosers Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans. canada nazis sequel spin off ancient evil Comedy Fantasy Horror Thriller Kevin Smith,2016
3668,0,2.394613,97.0,3.5,Ed Quinn,"Navy Seals vs. Zombies A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies. louisiana navy seal zombie violence infected Horror Action Stanton Barrett",2015
3669,0,2.387463,120.0,7.0,Ivan Barnev,"I Served the King of England Jan Dítě has been released from a Czech prison just before the very end of his 15-year sentence. Settling in a town near the border, he occupies his time with rebuilding a deserted house, and recalling his past. His main wish in life was to be a millionaire. Jan begins his career as a frankfurter vendor, and slowly learns the power of money and the influence it exerts over people. expensive restaurant luxury adolf hitler prague sudetendeutsch Comedy Drama Ji\u0159\u00ed Menzel",2006
3670,5000000,5.461487,99.0,7.1,Adam Bousdoukos,"Soul Kitchen SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack. Drama Comedy Fatih Akin",2009
3671,1000000,14.805264,135.0,7.4,Billy Bob,"Sling Blade Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world. independent film repair shop southern death threat story Drama Billy Bob Thornton",1996
3672,4798235,25.30216,107.0,6.3,Rebecca Hall,The Awakening 1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost. suicide england classroom investigation supernatural Horror Thriller Nick Murphy ,2011
3673,4800000,38.83192,94.0,5.7,Jay Hernandez,"Hostel Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them. bathroom sex amsterdam europe brothel Horror Eli Roth",2005
3674,0,3.5007410000000005,94.0,6.2,Steve Coogan,"A Cock and Bull Story Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""The Life and Opinions of Tristram Shandy, Gentleman"" being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's. adaptation film in a film Comedy Drama Michael Winterbottom",2005
3675,5000000,19.807295,120.0,7.1,Michael Shannon,"Take Shelter Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself. shelter end of the world sanity apocalypse Thriller Drama Jeff Nichols",2011
3676,0,1.435742,112.0,6.3,Lukas Haas,"Lady in White Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him. small town boy murder maniac ghost Horror Thriller Frank LaLoggia",1988
3677,0,7.667888,98.0,6.3,Laura Linney,"Driving Lessons A shy teenage boy trying to escape the influence of his domineering mother, has his world changed when he begins to work for a retired actress. auto autoritian education independent film teacher Drama Comedy Jeremy Brock",2006
3678,5000000,8.496364,81.0,5.5,Patrick Wilson,"Let's Kill Ward's Wife Everyone hates Ward’s wife and wants her dead, Ward (Donald Faison) most of all. But when his friends’ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems — like how to dispose of the body and still make their 3 p.m. tee time. Scott Foley's directorial debut, also starring Foley, Patrick Wilson, Amy Acker, and Nicolette Sheridan, is a blackly comic caper about helping a friend out of a bad relationship by any means necessary. wife murder murder plot Comedy Scott Foley",2014
3679,4700000,9.617777,101.0,5.9,Dennis Hopper,The Texas Chainsaw Massacre 2 A radio host is victimized by the cannibal family as a former Texas Marshall hunts them. hammer gore slasher chainsaw b horror Horror Tobe Hooper,1986
3680,4638783,4.495256,106.0,7.2,James Coburn,Pat Garrett & Billy the Kid An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid. sheriff aging billy the kid lawlessness gun battle Western Sam Peckinpah,1973
3681,4800000,35.754865,90.0,5.6,Ryan Gosling,"Only God Forgives Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death. bangkok suicidal arthouse neo-noir drug trafficker Drama Thriller Crime Nicolas Winding Refn",2013
